MP CODE,DATE FABRICATION,BESOIN (KG),Matiere_OF,NB PESEE,DATE_48h_avant
C27050,2024-03-05,7.14,['C270500000455000'],1,2024-03-01
C26300,2024-03-05,1575.398,"['C263000000455120', 'C263000000455119']",2,2024-03-01
C25630,2024-03-05,0.4692,"['C256300000455116', 'C256300000455117']",2,2024-03-01
C25450,2024-03-05,26.664,"['C254500000455120', 'C254500000455119']",2,2024-03-01
C25000,2024-03-05,8.98184,"['C250000000455116', 'C250000000455120', 'C250000000455117', 'C250000000455119']",4,2024-03-01
C21055,2024-03-05,22.44,['C210550000455093'],1,2024-03-01
C21660,2024-03-05,1.8768,"['C216600000455116', 'C216600000455117']",2,2024-03-01
C21700,2024-03-05,26.664,"['C217000000455120', 'C217000000455119']",2,2024-03-01
C20720,2024-03-05,0.9384,"['C207200000455116', 'C207200000455117']",2,2024-03-01
C25020,2024-03-05,7.65,['C250200000455093'],1,2024-03-01
C20745,2024-03-05,1.4076,"['C207450000455116', 'C207450000455117']",2,2024-03-01
C27850,2024-03-05,0.7497,['C278500000455000'],1,2024-03-01
C21005,2024-03-05,489.09,['C210050000455000'],1,2024-03-01
C28000,2024-03-05,266.64,"['C280000000455120', 'C280000000455119']",2,2024-03-01
C21900,2024-03-05,127.5,['C219000000455093'],1,2024-03-01
C21850,2024-03-05,0.4692,"['C218500000455116', 'C218500000455117']",2,2024-03-01
C22000,2024-03-05,4.444,"['C220000000455120', 'C220000000455119']",2,2024-03-01
C28840,2024-03-05,0.0061200000000000004,['C288400000453897'],1,2024-03-01
C25300,2024-03-05,10.365,"['C253000000455120', 'C253000000455182', 'C253000000455093', 'C253000000455000', 'C253000000455119']",5,2024-03-01
C29106,2024-03-05,9.8532,"['C291060000455116', 'C291060000455117']",2,2024-03-01
C29010,2024-03-05,2.81588,['C290100000455182'],1,2024-03-01
C23550,2024-03-05,186.41520000000003,"['C235500000455116', 'C235500000455093', 'C235500000455117', 'C235500000455000']",4,2024-03-01
C23200,2024-03-05,7.3659300000000005,"['C232000000455120', 'C232000000455119']",2,2024-03-01
C23150,2024-03-05,5.0492,"['C231500000455116', 'C231500000455182', 'C231500000455117', 'C231500000455000']",4,2024-03-01
C27300,2024-03-05,4.49092,"['C273000000455120', 'C273000000455116', 'C273000000455117', 'C273000000455119']",4,2024-03-01
C21423,2024-03-05,8.16,['C214230000455182'],1,2024-03-01
C21460,2024-03-05,28.56,['C214600000455000'],1,2024-03-01
C20500,2024-03-05,71.4,['C205000000455000'],1,2024-03-01
C23050,2024-03-05,1.785,['C230500000455000'],1,2024-03-01
C27020,2024-03-07,11.655000000000001,"['C270200000456221', 'C270200000455118', 'C270200000455111']",3,2024-03-05
C22780,2024-03-07,131.3,['C227800000455111'],1,2024-03-05
C23150,2024-03-07,8.14,"['C231500000456221', 'C231500000454919', 'C231500000455111']",3,2024-03-05
C27350,2024-03-07,341.3,"['C273500000456221', 'C273500000455118', 'C273500000454919']",3,2024-03-05
C21005,2024-03-07,407.9592,['C210050000454919'],1,2024-03-05
C20543,2024-03-07,2.02,"['C205430000456221', 'C205430000455111']",2,2024-03-05
C27050,2024-03-11,11.11,"['C270500000454930', 'C270500000454873', 'C270500000455036']",3,2024-03-07
C21525,2024-03-11,19.695,['C215250000455100'],1,2024-03-07
C25630,2024-03-11,20.2,['C256300000456419'],1,2024-03-07
C21460,2024-03-11,36.64,"['C214600000454930', 'C214600000454873']",2,2024-03-07
C21020,2024-03-11,141.4,['C210200000455108'],1,2024-03-07
C27850,2024-03-11,0.9581999999999999,"['C278500000454930', 'C278500000454873']",2,2024-03-07
C24250,2024-03-11,40.4,['C242500000456419'],1,2024-03-07
C21990,2024-03-11,7.777,"['C219900000456419', 'C219900000455187']",2,2024-03-07
C28480,2024-03-11,0.6375,['C284800000455106'],1,2024-03-07
C22090,2024-03-11,1.515,['C220900000455187'],1,2024-03-07
C22260,2024-03-11,181.8,['C222600000455187'],1,2024-03-07
C25230,2024-03-11,78.78,['C252300000455187'],1,2024-03-07
C24267,2024-03-11,11.22,['C242670000456419'],1,2024-03-07
C20543,2024-03-11,5.05,"['C205430000455108', 'C205430000455036']",2,2024-03-07
C25000,2024-03-11,6.474,"['C250000000456419', 'C250000000455106', 'C250000000455100', 'C250000000455036']",4,2024-03-07
C22980,2024-03-11,5.05,['C229800000456419'],1,2024-03-07
C23550,2024-03-11,439.9,"['C235500000455108', 'C235500000456419', 'C235500000455106', 'C235500000454930', 'C235500000454873']",5,2024-03-07
C21005,2024-03-11,275.164,"['C210050000454930', 'C210050000454873']",2,2024-03-07
C28350,2024-03-11,25.25,['C283500000456419'],1,2024-03-07
C23050,2024-03-11,4.3275,"['C230500000455108', 'C230500000454930', 'C230500000454873']",3,2024-03-07
C20300,2024-03-11,161.6,['C203000000455108'],1,2024-03-07
C23300,2024-03-11,303.0,['C233000000455187'],1,2024-03-07
C25020,2024-03-11,22.725,['C250200000455100'],1,2024-03-07
C23150,2024-03-11,11.615,"['C231500000455108', 'C231500000456419', 'C231500000455100', 'C231500000454930', 'C231500000454873', 'C231500000455036']",6,2024-03-07
C20500,2024-03-11,91.25,"['C205000000454930', 'C205000000454873']",2,2024-03-07
C20500,2024-03-12,111.10000000000001,"['C205000000454997', 'C205000000454929', 'C205000000454913']",3,2024-03-08
C20543,2024-03-12,1.01,['C205430000455110'],1,2024-03-08
C25230,2024-03-12,157.56,"['C252300000455194', 'C252300000455193']",2,2024-03-08
C22260,2024-03-12,363.6,"['C222600000455194', 'C222600000455193']",2,2024-03-08
C25410,2024-03-12,1030.2,"['C254100000455194', 'C254100000455193']",2,2024-03-08
C21990,2024-03-12,14.544,"['C219900000455194', 'C219900000455193']",2,2024-03-08
C22095,2024-03-12,3.03,"['C220950000455194', 'C220950000455193']",2,2024-03-08
C21005,2024-03-12,134.6664,['C210050000454997'],1,2024-03-08
C27850,2024-03-12,1.1665999999999999,"['C278500000454997', 'C278500000454929', 'C278500000454913']",3,2024-03-08
C25300,2024-03-12,11.5355,"['C253000000454997', 'C253000000455092', 'C253000000454929', 'C253000000454913', 'C253000000455110']",5,2024-03-08
C25000,2024-03-12,2.02,['C250000000455110'],1,2024-03-08
C25020,2024-03-12,7.65,['C250200000455092'],1,2024-03-08
C27076,2024-03-12,121.2,"['C270760000455194', 'C270760000455193']",2,2024-03-08
C28200,2024-03-12,60.6,['C282000000455110'],1,2024-03-08
C21000,2024-03-12,370.3308,"['C210000000454929', 'C210000000454913']",2,2024-03-08
C21055,2024-03-12,22.44,['C210550000455092'],1,2024-03-08
C21900,2024-03-12,127.5,['C219000000455092'],1,2024-03-08
C24950,2024-03-12,35.35,['C249500000455110'],1,2024-03-08
C28100,2024-03-12,51.0,['C281000000455092'],1,2024-03-08
C24400,2024-03-13,0.408,['C244000000455091'],1,2024-03-11
C25630,2024-03-13,40.4,"['C256300000455103', 'C256300000455104']",2,2024-03-11
C24880,2024-03-13,3.06,['C248800000454871'],1,2024-03-11
C22260,2024-03-13,363.6,"['C222600000455192', 'C222600000455191']",2,2024-03-11
C25410,2024-03-13,1030.2,"['C254100000455192', 'C254100000455191']",2,2024-03-11
C24260,2024-03-13,22.44,"['C242600000455103', 'C242600000455104']",2,2024-03-11
C26490,2024-03-13,35.35,['C264900000455109'],1,2024-03-11
C24950,2024-03-13,35.35,['C249500000455109'],1,2024-03-11
C22780,2024-03-13,131.3,['C227800000455109'],1,2024-03-11
C21535,2024-03-13,4.04,"['C215350000455103', 'C215350000455104']",2,2024-03-11
C24250,2024-03-13,101.19999999999999,"['C242500000455091', 'C242500000455103', 'C242500000455104']",3,2024-03-11
C25000,2024-03-13,6.0600000000000005,"['C250000000455103', 'C250000000455109', 'C250000000455104']",3,2024-03-11
C24160,2024-03-13,10.2,['C241600000454871'],1,2024-03-11
C23551,2024-03-13,51.0,['C235510000454871'],1,2024-03-11
C22906,2024-03-13,13.668,['C229060000454871'],1,2024-03-11
C21990,2024-03-13,15.554,"['C219900000455103', 'C219900000455192', 'C219900000455104', 'C219900000455191']",4,2024-03-11
C23550,2024-03-13,396.7,"['C235500000455091', 'C235500000455103', 'C235500000455109', 'C235500000455104', 'C235500000454920']",5,2024-03-11
C27076,2024-03-13,121.2,"['C270760000455192', 'C270760000455191']",2,2024-03-11
C27020,2024-03-13,30.349999999999998,"['C270200000455103', 'C270200000454871', 'C270200000455109', 'C270200000455104']",4,2024-03-11
C28100,2024-03-13,51.0,['C281000000455091'],1,2024-03-11
C27300,2024-03-13,3.0300000000000002,"['C273000000455103', 'C273000000455109', 'C273000000455104']",3,2024-03-11
C21005,2024-03-13,407.9592,['C210050000454920'],1,2024-03-11
C20500,2024-03-13,122.4,['C205000000454920'],1,2024-03-11
C27860,2024-03-13,15.3,['C278600000454871'],1,2024-03-11
C28850,2024-03-13,2.04,['C288500000454871'],1,2024-03-11
C20710,2024-03-13,15.3,['C207100000454871'],1,2024-03-11
C20543,2024-03-13,1.01,['C205430000455109'],1,2024-03-11
C27850,2024-03-13,1.2852,['C278500000454920'],1,2024-03-11
C28000,2024-03-13,40.4,"['C280000000455103', 'C280000000455104']",2,2024-03-11
C28200,2024-03-13,60.6,['C282000000455109'],1,2024-03-11
C29999,2024-03-13,2.0,['C299990000454871'],1,2024-03-11
C27350,2024-03-13,285.2,"['C273500000455103', 'C273500000455104', 'C273500000454920']",3,2024-03-11
C21420,2024-03-13,4.545,['C214200000455109'],1,2024-03-11
C21415,2024-03-13,5.1,['C214150000454871'],1,2024-03-11
C28350,2024-03-13,50.5,"['C283500000455103', 'C283500000455104']",2,2024-03-11
C21055,2024-03-13,22.44,['C210550000455091'],1,2024-03-11
C21460,2024-03-13,48.96,['C214600000454920'],1,2024-03-11
C28100,2024-03-14,102.0,"['C281000000455090', 'C281000000455095']",2,2024-03-12
C21990,2024-03-14,14.544,"['C219900000455196', 'C219900000455195']",2,2024-03-12
C20300,2024-03-14,40.8,['C203000000455031'],1,2024-03-12
C25020,2024-03-14,15.3,"['C250200000455090', 'C250200000455095']",2,2024-03-12
C24400,2024-03-14,0.816,"['C244000000455090', 'C244000000455095']",2,2024-03-12
C22260,2024-03-14,363.6,"['C222600000455196', 'C222600000455195']",2,2024-03-12
C21005,2024-03-14,381.23760000000004,"['C210050000454999', 'C210050000454934']",2,2024-03-12
C21460,2024-03-14,36.72,"['C214600000454999', 'C214600000454934']",2,2024-03-12
C27050,2024-03-14,9.11,"['C270500000454999', 'C270500000454934']",2,2024-03-12
C20543,2024-03-14,3.06,['C205430000455031'],1,2024-03-12
C24250,2024-03-14,40.8,"['C242500000455090', 'C242500000455095']",2,2024-03-12
C21900,2024-03-14,255.0,"['C219000000455090', 'C219000000455095']",2,2024-03-12
C23150,2024-03-14,5.575,"['C231500000454999', 'C231500000454934', 'C231500000455031']",3,2024-03-12
C23300,2024-03-14,606.0,"['C233000000455196', 'C233000000455195']",2,2024-03-12
C27046,2024-03-15,2.04,['C270460000455033'],1,2024-03-13
C23325,2024-03-15,68.9217,['C233250000455190'],1,2024-03-13
C21165,2024-03-15,22.8403,['C211650000455190'],1,2024-03-13
C20300,2024-03-15,40.8,['C203000000455033'],1,2024-03-13
C21460,2024-03-15,8.08,['C214600000454877'],1,2024-03-13
C23300,2024-03-15,303.0,['C233000000455197'],1,2024-03-13
C23050,2024-03-15,1.0150000000000001,"['C230500000455033', 'C230500000454877']",2,2024-03-13
C27050,2024-03-15,2.02,['C270500000454877'],1,2024-03-13
C27050,2024-03-18,4.04,"['C270500000454876', 'C270500000454875']",2,2024-03-14
C28350,2024-03-18,16.830000000000002,"['C283500000456546', 'C283500000456547', 'C283500000456548']",3,2024-03-14
C23200,2024-03-18,1.01439,"['C232000000456546', 'C232000000456547', 'C232000000456548']",3,2024-03-14
C21460,2024-03-18,16.16,"['C214600000454876', 'C214600000454875']",2,2024-03-14
C24400,2024-03-18,0.408,['C244000000455089'],1,2024-03-14
C20543,2024-03-18,1.01,['C205430000455112'],1,2024-03-14
C20300,2024-03-16,40.4,['C203000000455107'],1,2024-03-14
C20543,2024-03-16,1.01,['C205430000455107'],1,2024-03-14
C25000,2024-03-18,3.2439999999999998,"['C250000000456546', 'C250000000455112', 'C250000000456547', 'C250000000456548']",4,2024-03-14
C22000,2024-03-18,0.42228,"['C220000000456546', 'C220000000456547', 'C220000000456548']",3,2024-03-14
C28200,2024-03-18,60.6,['C282000000455112'],1,2024-03-14
C24950,2024-03-18,35.35,['C249500000455112'],1,2024-03-14
C23150,2024-03-18,3.0300000000000002,"['C231500000454876', 'C231500000455112', 'C231500000454875']",3,2024-03-14
C24250,2024-03-18,20.4,['C242500000455089'],1,2024-03-14
C23150,2024-03-16,1.01,['C231500000455107'],1,2024-03-14
C3900702,2024-03-18,20.4,['C39007020000454057'],1,2024-03-14
C3902569,2024-03-18,102.0,['C39025690000454057'],1,2024-03-14
C3901221,2024-03-18,10.2,['C39012210000454057'],1,2024-03-14
C25020,2024-03-18,7.65,['C250200000455089'],1,2024-03-14
C23650,2024-03-18,3.6719999999999997,"['C236500000456546', 'C236500000456547', 'C236500000456548']",3,2024-03-14
C21020,2024-03-16,35.35,['C210200000455107'],1,2024-03-14
C23050,2024-03-16,0.505,['C230500000455107'],1,2024-03-14
C23050,2024-03-18,1.01,"['C230500000454876', 'C230500000454875']",2,2024-03-14
C21700,2024-03-18,34.272,"['C217000000456546', 'C217000000454057', 'C217000000456547', 'C217000000456548']",4,2024-03-14
C23550,2024-03-16,40.4,['C235500000455107'],1,2024-03-14
C23550,2024-03-18,376.3,"['C235500000454994', 'C235500000454876', 'C235500000455112', 'C235500000454875', 'C235500000455089']",5,2024-03-14
C23350,2024-03-18,61.2,['C233500000454057'],1,2024-03-14
C27020,2024-03-18,5.05,['C270200000455112'],1,2024-03-14
C3900799,2024-03-18,81.6,['C39007990000454057'],1,2024-03-14
C23330,2024-03-18,81.6,['C233300000454057'],1,2024-03-14
C20500,2024-03-18,152.6,"['C205000000454994', 'C205000000454876', 'C205000000454875']",3,2024-03-14
C27850,2024-03-18,0.4242,"['C278500000454876', 'C278500000454875']",2,2024-03-14
C21350,2024-03-18,281.061,['C213500000454994'],1,2024-03-14
C27350,2024-03-18,157.3,"['C273500000456546', 'C273500000454876', 'C273500000456547', 'C273500000454875', 'C273500000456548']",5,2024-03-14
C3901891,2024-03-18,81.6,['C39018910000454057'],1,2024-03-14
C26490,2024-03-18,35.35,['C264900000455112'],1,2024-03-14
C29998,2024-03-18,3.0,['C299980000454057'],1,2024-03-14
C3902403,2024-03-18,122.4,['C39024030000454057'],1,2024-03-14
C23551,2024-03-18,40.8,['C235510000454057'],1,2024-03-14
C3901799,2024-03-18,102.0,['C39017990000454057'],1,2024-03-14
C21055,2024-03-18,22.44,['C210550000455089'],1,2024-03-14
C3900219,2024-03-18,40.8,['C39002190000454057'],1,2024-03-14
C25450,2024-03-18,3.6719999999999997,"['C254500000456546', 'C254500000456547', 'C254500000456548']",3,2024-03-14
C25300,2024-03-18,21.913999999999998,"['C253000000454994', 'C253000000454876', 'C253000000455112', 'C253000000454875', 'C253000000455089']",5,2024-03-14
C28000,2024-03-18,36.72,"['C280000000456546', 'C280000000456547', 'C280000000456548']",3,2024-03-14
C3900713,2024-03-18,61.2,['C39007130000454057'],1,2024-03-14
C23305,2024-03-18,51.0,['C233050000454057'],1,2024-03-14
C3900504,2024-03-19,168.3,"['C39005040000454987', 'C39005040000454927']",2,2024-03-15
C3900487,2024-03-19,2.04,['C39004870000454927'],1,2024-03-15
C3900493,2024-03-19,20.4,['C39004930000454927'],1,2024-03-15
C3902267,2024-03-19,0.051,['C39022670000454987'],1,2024-03-15
C28500,2024-03-19,27.948,"['C285000000454987', 'C285000000454927']",2,2024-03-15
C23330,2024-03-19,183.6,"['C233300000454987', 'C233300000454927']",2,2024-03-15
C22780,2024-03-19,151.70000000000002,"['C227800000455115', 'C227800000455097']",2,2024-03-15
C24250,2024-03-19,20.4,['C242500000455087'],1,2024-03-15
C23350,2024-03-19,81.6,"['C233500000454987', 'C233500000454927']",2,2024-03-15
C24950,2024-03-19,35.35,['C249500000455115'],1,2024-03-15
C21362,2024-03-19,0.001212,['C213620000455180'],1,2024-03-15
C28100,2024-03-19,51.0,['C281000000455087'],1,2024-03-15
C27020,2024-03-19,12.7,"['C270200000455115', 'C270200000454992']",2,2024-03-15
C28350,2024-03-19,10.2,['C283500000455097'],1,2024-03-15
C20760,2024-03-19,15.3,['C207600000455097'],1,2024-03-15
C3902019,2024-03-19,1.02,['C39020190000454927'],1,2024-03-15
C21900,2024-03-19,127.5,['C219000000455087'],1,2024-03-15
C21005,2024-03-19,67.9932,['C210050000454996'],1,2024-03-15
C25020,2024-03-19,34.2,"['C250200000455098', 'C250200000455087', 'C250200000455097']",3,2024-03-15
C3900702,2024-03-19,40.8,"['C39007020000454987', 'C39007020000454927']",2,2024-03-15
C3902403,2024-03-19,163.2,"['C39024030000454987', 'C39024030000454927']",2,2024-03-15
C21350,2024-03-19,51.102,['C213500000454996'],1,2024-03-15
C3900713,2024-03-19,122.4,"['C39007130000454987', 'C39007130000454927']",2,2024-03-15
C3900799,2024-03-19,250.92,"['C39007990000454987', 'C39007990000454927']",2,2024-03-15
C26490,2024-03-19,35.35,['C264900000455115'],1,2024-03-15
C26400,2024-03-19,176.75,['C264000000455180'],1,2024-03-15
C26350,2024-03-19,30.6,['C263500000455097'],1,2024-03-15
C21700,2024-03-19,30.6,['C217000000454987'],1,2024-03-15
C25300,2024-03-19,12.761,"['C253000000454996', 'C253000000455115', 'C253000000455098', 'C253000000454992', 'C253000000455087', 'C253000000455097']",6,2024-03-15
C21055,2024-03-19,29.07,"['C210550000455087', 'C210550000455097']",2,2024-03-15
C3901128,2024-03-19,2.04,['C39011280000454927'],1,2024-03-15
C27300,2024-03-19,1.616,"['C273000000455115', 'C273000000455098']",2,2024-03-15
C27350,2024-03-19,213.3,"['C273500000455098', 'C273500000454992']",2,2024-03-15
C21526,2024-03-19,33.66,['C215260000454992'],1,2024-03-15
C27200,2024-03-19,1.02,['C272000000455097'],1,2024-03-15
C24400,2024-03-19,0.408,"['C244000000455087', 'C244000000455097']",2,2024-03-15
C3902520,2024-03-19,2.04,['C39025200000454927'],1,2024-03-15
C28240,2024-03-19,15.3,['C282400000455097'],1,2024-03-15
C27068,2024-03-19,14.28,['C270680000454927'],1,2024-03-15
C24840,2024-03-19,10.2,['C248400000455097'],1,2024-03-15
C27050,2024-03-19,6.12,['C270500000454992'],1,2024-03-15
C21520,2024-03-19,0.765,['C215200000455097'],1,2024-03-15
C21525,2024-03-19,36.015,"['C215250000454987', 'C215250000454996', 'C215250000455098']",3,2024-03-15
C3902569,2024-03-19,255.0,"['C39025690000454987', 'C39025690000454927']",2,2024-03-15
C28200,2024-03-19,60.6,['C282000000455115'],1,2024-03-15
C21420,2024-03-19,4.545,['C214200000455115'],1,2024-03-15
C25000,2024-03-19,7.504,"['C250000000455115', 'C250000000455098', 'C250000000454992']",3,2024-03-15
C21520,2024-03-20,0.765,['C215200000455096'],1,2024-03-18
C3901799,2024-03-20,153.0,['C39017990000454986'],1,2024-03-18
C23350,2024-03-20,102.0,['C233500000454986'],1,2024-03-18
C21525,2024-03-20,55.08,"['C215250000454993', 'C215250000454986']",2,2024-03-18
C20300,2024-03-20,61.2,"['C203000000454983', 'C203000000454982']",2,2024-03-18
C28350,2024-03-20,10.2,['C283500000455096'],1,2024-03-18
C27350,2024-03-20,612.0,"['C273500000454983', 'C273500000454982']",2,2024-03-18
C20500,2024-03-20,112.2,['C205000000454993'],1,2024-03-18
C3901071,2024-03-20,153.0,['C39010710000454986'],1,2024-03-18
C20700,2024-03-20,4.08,"['C207000000454983', 'C207000000454982']",2,2024-03-18
C28100,2024-03-20,112.2,"['C281000000455088', 'C281000000454986']",2,2024-03-18
C24950,2024-03-20,35.35,['C249500000456241'],1,2024-03-18
C22785,2024-03-20,40.8,"['C227850000454983', 'C227850000454982']",2,2024-03-18
C24250,2024-03-20,20.4,['C242500000455088'],1,2024-03-18
C28505,2024-03-20,26.928,['C285050000454986'],1,2024-03-18
C3901221,2024-03-20,10.8732,['C39012210000454986'],1,2024-03-18
C20760,2024-03-20,15.3,['C207600000455096'],1,2024-03-18
C21900,2024-03-20,127.5,['C219000000455088'],1,2024-03-18
C24840,2024-03-20,10.2,['C248400000455096'],1,2024-03-18
C28520,2024-03-20,0.102,"['C285200000454983', 'C285200000454982']",2,2024-03-18
C22780,2024-03-20,151.70000000000002,"['C227800000455096', 'C227800000456241']",2,2024-03-18
C28200,2024-03-20,60.6,['C282000000456241'],1,2024-03-18
C21005,2024-03-20,373.9626,['C210050000454993'],1,2024-03-18
C25000,2024-03-20,8.14,"['C250000000454986', 'C250000000456241']",2,2024-03-18
C3901231,2024-03-20,10.2,['C39012310000454986'],1,2024-03-18
C25300,2024-03-20,18.445999999999998,"['C253000000455096', 'C253000000455088', 'C253000000454993', 'C253000000456241']",4,2024-03-18
C28240,2024-03-20,15.3,['C282400000455096'],1,2024-03-18
C21700,2024-03-20,10.2,['C217000000454986'],1,2024-03-18
C20543,2024-03-20,1.01,['C205430000456241'],1,2024-03-18
C24400,2024-03-20,0.408,"['C244000000455096', 'C244000000455088']",2,2024-03-18
C23550,2024-03-20,331.2,"['C235500000455096', 'C235500000455088', 'C235500000454993', 'C235500000456241']",4,2024-03-18
C25020,2024-03-20,11.475000000000001,"['C250200000455096', 'C250200000455088']",2,2024-03-18
C3902403,2024-03-20,122.4,['C39024030000454986'],1,2024-03-18
C28530,2024-03-20,163.2,"['C285300000454983', 'C285300000454982']",2,2024-03-18
C3900702,2024-03-20,20.4,['C39007020000454986'],1,2024-03-18
C25020,2024-03-21,30.375,"['C250200000455099', 'C250200000456282']",2,2024-03-19
C28530,2024-03-21,163.2,"['C285300000454978', 'C285300000454981']",2,2024-03-19
C28520,2024-03-21,0.102,"['C285200000454978', 'C285200000454981']",2,2024-03-19
C25000,2024-03-21,3.434,"['C250000000456248', 'C250000000455099']",2,2024-03-19
C3901799,2024-03-21,408.0,"['C39017990000454925', 'C39017990000454921']",2,2024-03-19
C27300,2024-03-21,0.606,['C273000000455099'],1,2024-03-19
C23330,2024-03-21,204.0,"['C233300000454925', 'C233300000454921']",2,2024-03-19
C3900504,2024-03-21,173.4,"['C39005040000454925', 'C39005040000454921']",2,2024-03-19
C28500,2024-03-21,5.712,"['C285000000454925', 'C285000000454921']",2,2024-03-19
C25300,2024-03-21,20.869999999999997,"['C253000000456248', 'C253000000455099', 'C253000000456282', 'C253000000456212']",4,2024-03-19
C27020,2024-03-21,22.924999999999997,"['C270200000454978', 'C270200000456248', 'C270200000454981']",3,2024-03-19
C3901128,2024-03-21,4.08,"['C39011280000454925', 'C39011280000454921']",2,2024-03-19
C23350,2024-03-21,40.8,"['C233500000454925', 'C233500000454921']",2,2024-03-19
C3902019,2024-03-21,2.04,"['C39020190000454925', 'C39020190000454921']",2,2024-03-19
C3900493,2024-03-21,40.8,"['C39004930000454925', 'C39004930000454921']",2,2024-03-19
C3902569,2024-03-21,306.0,"['C39025690000454925', 'C39025690000454921']",2,2024-03-19
C3902403,2024-03-21,81.6,"['C39024030000454925', 'C39024030000454921']",2,2024-03-19
C21525,2024-03-21,64.575,"['C215250000455099', 'C215250000456212']",2,2024-03-19
C20300,2024-03-21,61.2,"['C203000000454978', 'C203000000454981']",2,2024-03-19
C21900,2024-03-21,127.5,['C219000000456282'],1,2024-03-19
C21526,2024-03-21,11.22,['C215260000456248'],1,2024-03-19
C21055,2024-03-21,22.44,['C210550000456282'],1,2024-03-19
C20531,2024-03-21,1.01,['C205310000456248'],1,2024-03-19
C20700,2024-03-21,4.08,"['C207000000454978', 'C207000000454981']",2,2024-03-19
C22785,2024-03-21,40.8,"['C227850000454978', 'C227850000454981']",2,2024-03-19
C21350,2024-03-21,281.061,['C213500000456212'],1,2024-03-19
C21005,2024-03-21,373.9626,['C210050000456212'],1,2024-03-19
C3902520,2024-03-21,4.08,"['C39025200000454925', 'C39025200000454921']",2,2024-03-19
C20500,2024-03-21,112.2,['C205000000456212'],1,2024-03-19
C23150,2024-03-21,2.525,"['C231500000456248', 'C231500000455099']",2,2024-03-19
C20500,2024-03-22,20.4,['C205000000456189'],1,2024-03-20
C23050,2024-03-22,0.51,['C230500000456189'],1,2024-03-20
C3900715,2024-03-22,10.2,['C39007150000454985'],1,2024-03-20
C3900219,2024-03-22,30.6,['C39002190000454985'],1,2024-03-20
C21525,2024-03-22,10.2,['C215250000454985'],1,2024-03-20
C3901799,2024-03-22,153.0,['C39017990000454985'],1,2024-03-20
C3900702,2024-03-22,20.4,['C39007020000454985'],1,2024-03-20
C21180,2024-03-22,51.0,['C211800000454985'],1,2024-03-20
C3902403,2024-03-22,122.4,['C39024030000454985'],1,2024-03-20
C27850,2024-03-22,0.2142,['C278500000456189'],1,2024-03-20
C27350,2024-03-22,346.8,"['C273500000454979', 'C273500000456189']",2,2024-03-20
C23150,2024-03-22,1.02,['C231500000456189'],1,2024-03-20
C25300,2024-03-22,1.734,['C253000000456189'],1,2024-03-20
C23300,2024-03-22,51.0,['C233000000454979'],1,2024-03-20
C21700,2024-03-22,10.2,['C217000000454985'],1,2024-03-20
C27050,2024-03-22,2.04,['C270500000456189'],1,2024-03-20
C3901071,2024-03-22,153.0,['C39010710000454985'],1,2024-03-20
C23550,2024-03-25,222.6,"['C235500000454931', 'C235500000456278', 'C235500000456421']",3,2024-03-21
C23550,2024-03-23,40.8,['C235500000455184'],1,2024-03-21
C23551,2024-03-25,81.6,"['C235510000454988', 'C235510000454989']",2,2024-03-21
